Operation, Size, OpenCL Overhead, GPU Data Trans, GPU Ex, CPU Ex,
Vector Addition, 131072, 38011235, 12811680 ,950249, 656450,
Vector Addition, 131072, 39470820, 13587873 ,1020812, 637633,
Vector Addition, 131072, 21135552, 16447601 ,1077262, 660299,
Vector Addition, 131072, 44024915, 13474117 ,848895, 680826,
Vector Addition, 131072, 46369746, 13815813 ,1009265, 683820,
Vector Addition, 131072, 35523994, 13778608 ,851033, 708196,
Vector Addition, 131072, 39489637, 14595428 ,1013114, 667569,
Vector Addition, 131072, 33154361, 13885093 ,1016108, 963079,
Vector Addition, 131072, 35523568, 14553090 ,957519, 741126,
Vector Addition, 131072, 35825063, 14360218 ,952815, 875837,
Vector Addition, 131072, 54242441, 14179748 ,969493, 652173,
Vector Addition, 131072, 46149076, 14036911 ,1093513, 716750,
Vector Addition, 131072, 50004383, 16154229 ,1019957, 684247,
Vector Addition, 131072, 42109022, 15204409 ,966072, 819815,
Vector Addition, 131072, 46121706, 15127003 ,1080683, 679544,
Vector Addition, 131072, 44307594, 13909470 ,1005844, 789878,
Vector Addition, 131072, 52660547, 15050026 ,1071702, 910050,
Vector Addition, 131072, 43026342, 14149384 ,919030, 715466,
Vector Addition, 131072, 41292629, 13570768 ,1107625, 750962,
Vector Addition, 131072, 48398967, 14790439 ,1077262, 2416677,
Vector Addition, 262144, 64816633, 25967195 ,1617818, 1492515,
Vector Addition, 262144, 61772587, 26417087 ,1974909, 3380183,
Vector Addition, 262144, 40542950, 25937687 ,1825230, 4829933,
Vector Addition, 262144, 47377300, 26449162 ,1713184, 1557091,
Vector Addition, 262144, 10476685, 26947380 ,1699500, 2246043,
Vector Addition, 262144, 68901591, 33575599 ,1803420, 2601852,
Vector Addition, 262144, 111565708, 26183161 ,1691374, 1677262,
Vector Addition, 262144, 146606453, 37749938 ,1520740, 1647325,
Vector Addition, 262144, 42610662, 25994992 ,1695651, 1326157,
Vector Addition, 262144, 49591270, 26526567 ,1860298, 1554098,
Vector Addition, 262144, 40814940, 28117870 ,1547255, 1519457,
Vector Addition, 262144, 37034898, 26249875 ,1546399, 1847896,
Vector Addition, 262144, 54123554, 28075960 ,1998003, 1637062,
Vector Addition, 262144, 40581011, 25390288 ,1504917, 6145826,
Vector Addition, 262144, 49634889, 26261422 ,1645615, 1500641,
Vector Addition, 262144, 44421778, 25170474 ,1486955, 1503634,
Vector Addition, 262144, 32070683, 27744527 ,1494226, 1454881,
Vector Addition, 262144, 39709024, 43536960 ,2643762, 1389878,
Vector Addition, 262144, 32734831, 25326567 ,1516464, 1325730,
Vector Addition, 262144, 60458831, 30907890 ,1374054, 1383463,
Vector Addition, 262144, 27329274, 24835193 ,1502351, 1729436,
Vector Addition, 262144, 37263267, 24709034 ,1643477, 1438630,
Vector Addition, 262144, 43097332, 27866409 ,1575480, 1691802,
Vector Addition, 262144, 48864684, 24137687 ,1362508, 1397575,
Vector Addition, 262144, 89606065, 46465541 ,2027511, 5624515,
Vector Addition, 262144, 35282369, 25568193 ,1675123, 1575908,
Vector Addition, 262144, 38228483, 24468265 ,1640911, 1725159,
Vector Addition, 262144, 39070962, 28200836 ,1634496, 1393726,
Vector Addition, 262144, 75749625, 27212953 ,1835066, 1504062,
Vector Addition, 262144, 45774023, 31269258 ,1816677, 1496792,
Vector Addition, 262144, 36183866, 26142105 ,1870134, 1647326,
Vector Addition, 262144, 31548944, 25643888 ,1653741, 1576336,
Vector Addition, 262144, 28902616, 24745385 ,1610976, 1389878,
Vector Addition, 262144, 35513302, 25119583 ,1664005, 1603705,
Vector Addition, 262144, 39228768, 25832910 ,1844903, 1587026,
Vector Addition, 262144, 34175172, 23926426 ,1457875, 5276404,
Vector Addition, 262144, 40675096, 23792998 ,1433499, 1389450,
Vector Addition, 262144, 35934543, 24219370 ,1526727, 1397148,
Vector Addition, 262144, 28639608, 32203257 ,1404845, 1457447,
Vector Addition, 262144, 58386843, 24793283 ,1899214, 1570775,
Vector Addition, 262144, 36411805, 24623077 ,1767496, 1562650,
Vector Addition, 262144, 37445447, 23385015 ,1565644, 1392871,
Vector Addition, 262144, 33147518, 24424644 ,1547255, 1417675,
Vector Addition, 262144, 38494056, 26403402 ,1939842, 2131003,
Vector Addition, 262144, 123789791, 28057144 ,1399714, 1359515,
Vector Addition, 262144, 57088911, 24995136 ,1753384, 1561367,
Vector Addition, 262144, 54861685, 26900338 ,1535280, 5784458,
Vector Addition, 262144, 44580011, 26077102 ,2018958, 1648181,
Vector Addition, 262144, 45646582, 28419794 ,1973627, 2055736,
Vector Addition, 262144, 46275663, 32349087 ,1783320, 1519457,
Vector Addition, 262144, 64086626, 29945239 ,6355377, 1860298,
Vector Addition, 262Matrix Multiplication, 1024, -1231889785, 1350619138 ,8378183, 20642024774,
Matrix Multiplication, 1024, -2207723445, 2340998190 ,9304911, 8287615760,
Matrix Multiplication, 1024, -2208965781, 2326867194 ,8305910, 11864602377,
Matrix Multiplication, 1024, -2172944851, 2339990634 ,8378184, 8298269496,
Matrix Multiplication, 1024, -2234458707, 2377166659 ,11435915, 8592026805,
Matrix Multiplication, 1024, -2218579032, 2348899966 ,8498354, 18800295082,
Matrix Multiplication, 1024, -2225069547, 2356893688 ,8436772, 17561766813,
Matrix Multiplication, 1024, -2221880954, 2344092699 ,8078397, 17352425978,
Matrix Multiplication, 1024, -2197101356, 2339955139 ,8113893, 6704563718,
Matrix Multiplication, 1024, -1150767106, 1334762984 ,7792724, 8613636626,
Matrix Multiplication, 1024, -2207677686, 2335481443 ,8462859, 9071405081,
Matrix Multiplication, 1024, -2255807230, 2348094692 ,7808975, 18238851148,
Matrix Multiplication, 1024, -2231900476, 2332811594 ,7722589, 18415115028,
Matrix Multiplication, 1024, -2227027778, 2331786506 ,7742261, 19332139749,
Matrix Multiplication, 1024, -1245830473, 1340304105 ,8051455, 24838968754,
Matrix Multiplication, 1024, -1287230016, 1365823973 ,8580892, 8739491989,
Matrix Multiplication, 1024, -1196878548, 1334742884 ,9616671, 7906113538,
Matrix Multiplication, 1024, -1235847730, 1336206318 ,7759367, 22759244505,
Matrix Multiplication, 1024, -1202778900, 1350036671 ,9303629, 29217702767,
Matrix Multiplication, 1024, -1170826678, 1335733332 ,8486808, 20298982823,
Matrix Multiplication, 1024, -222158501, 1379291675 ,9502916, 28393193020,
Matrix Multiplication, 1024, -204688379, 1395107630 ,14529569, 27947785069,
Matrix Multiplication, 1024, -1188698796, 1358178362 ,8671982, 10068095889,
Matrix Multiplication, 1024, -1184338429, 1352964823 ,10203842, 27064323118,
Matrix Multiplication, 1024, -1182109065, 1329951013 ,8055304, 25169434661,
Matrix Multiplication, 1024, -1221087654, 1346236960 ,8478254, 28598639203,
Matrix Multiplication, 1024, -1224953225, 1340250221 ,8265711, 20019032346,
Matrix Multiplication, 1024, -1171220975, 1330886293 ,7960365, 26670677213,
Matrix Multiplication, 1024, -1197223664, 1341160697 ,8157942, 23576379775,
Matrix Multiplication, 1024, -1235637750, 1347296260 ,8593294, 9049190129,
Matrix Multiplication, 1024, -1171771367, 1334223283 ,8711327, 6028807249,
Matrix Multiplication, 1024, -1226828491, 1327921790 ,7764927, 18685677202,
Matrix Multiplication, 1024, -1224424644, 1338391634 ,8447463, 28447547080,
Matrix Multiplication, 1024, -1221930134, 1348047222 ,8813109, 26998647328,
Matrix Multiplication, 1024, -1220425217, 1357408584 ,9833065, 23941955708,
Matrix Multiplication, 1024, -1202288380, 1338984363 ,8095932, 27935841101,
Matrix Multiplication, 1024, -1213823938, 1342935037 ,9321590, 27245342947,
Matrix Multiplication, 1024, -1196791306, 1340801039 ,8893508, 8274298165,
Matrix Multiplication, 1024, -1203665000, 1340915651 ,8527435, 7451689343,
Matrix Multiplication, 1024, -1198936422, 1334423425 ,9262146, 28332676883,
Matrix Multiplication, 1024, -1236452861, 1346495691 ,8335845, 29856037736,
Matrix Multiplication, 1024, -1172954688, 1347622132 ,9508048, 11132584510,
Matrix Multiplication, 1024, -1200025231, 1341963405 ,8491085, 25682953470,
Matrix Multiplication, 1024, -1217812248, 1330308532 ,8044613, 15806324158,
Matrix Multiplication, 1024, -431495059, 1345655348 ,8363644, 26955538449,
Matrix Multiplication, 1024, -1208606124, 1348019852 ,9331853, 9100539914,
Matrix Multiplication, 1024, -1221480242, 1351491126 ,8837912, 10600292515,
Matrix Multiplication, 1024, -1167916487, 1335769255 ,8164356, 29829962773,
Matrix Multiplication, 1024, -1174678992, 1367377643 ,9426365, 30543770674,
Matrix Multiplication, 1024, -1167983202, 1347784642 ,10134989, 28206529432,
Matrix Multiplication, 1024, -1176405007, 1339357706 ,9197570, 9277721114,
Matrix Multiplication, 1024, -1211122445, 1347829974 ,8151954, 24751276442,
Matrix Multiplication, 1024, -1190591596, 1341324917 ,7743116, 22135207744,
Matrix Multiplication, 1024, -1219935981, 1352291694 ,9769772, 27663230461,
Matrix Multiplication, 1024, -1192388601, 1335396768 ,9281818, 30214498351,
Matrix Multiplication, 1024, -1200288239, 1343389206 ,8489802, 25996414543,
Matrix Multiplication, 1024, -1212474261, 1347998897 ,12026078, 8925904543,
Matrix Multiplication, 1024, -1173250625, 1345751571 ,8902061, 10694932078,
Matrix Multiplication, 1024, -1209439196, 1343636820 ,8910613, 17814413247,
Matrix Multiplication, 1024, -1229352081, 1356861185 ,8435917, 27203837345,
Matrix Multiplication, 1024, -1206339126, 1344347580 ,8235347, 16158873301,
Matrix Multiplication, 1024, -1192732435, 1341427981 ,8912325, 24766315776,
Matrix Multiplication, 1024, -1220914455, 1319805760 ,7815817, 7781096806,
Matrix Multiplication, 1024, -1200416108, 1351271738 ,8868704, 27967850629,
Matrix Multiplication, 1024, -1219971049, 1347036674 ,8807121, 17805601849,
Matrix Multiplication, 1024, -1176585050, 1328717229 ,7641762, 14871443569,
Matrix Multiplication, 1024, -61708011, 1342322636 ,7407835, 29299250108,
Matrix Multiplication, 1024, -531885722, 1353796611 ,11383314, 28580669579,
Matrix Multiplication, 1024, -1206974621, 1331431126 ,8649316, 29831140962,
Matrix Multiplication, 1024, -1192451894, 1344444230 ,8639053, 14861291047,
Matrix Multiplication, 1024, -1186830373, 1335123069 ,8232781, 7970508076,
Matrix Multiplication, 1024, -1148146865, 1374652904 ,8848604, 28286877202,
Matrix Multiplication, 1024, -1190834076, 1341899684 ,8602703, 9263174866,
Matrix Multiplication, 1024, -1217019375, 1340807456 ,9370342, 19441869108,
Matrix Multiplication, 1024, -1193199006, 1339182367 ,8837913, 28489614192,
Matrix Multiplication, 1024, -1212919877, 1348743872 ,8427791, 7336202469,
Matrix Multiplication, 1024, -1210525438, 1337935753 ,7876117, 25227897628,
Matrix Multiplication, 1024, -1234355642, 1337479446 ,7923587, 27529406180,
Matrix Multiplication, 1024, -2618135982, 2758612860 ,8976900, 28127704969,
Matrix Multiplication, 1024, -1204425799, 1337397763 ,9397285, 8217077964,
Matrix Multiplication, 1024, -1215485378, 1346598328 ,8736986, 26839483650,
Matrix Multiplication, 1024, -1199289238, 1323202192 ,7941549, 22781784902,
Matrix Multiplication, 1024, -1160718632, 1342393626 ,8538554, 12460274512,
Matrix Multiplication, 1024, -1225857715, 1345084858 ,8686950, 26898923807,
Matrix Multiplication, 1024, -1239079943, 1363615136 ,8489802, 7798758519,
Matrix Multiplication, 1024, -1159032389, 1327761848 ,8252881, 24452703313,
Matrix Transpose, 32, 43291060, 2375623 ,106058, 93657,
Matrix Transpose, 32, 89870357, 1627654 ,71418, 72702,
Matrix Transpose, 32, 81045273, 1608410 ,70135, 49607,
Matrix Transpose, 32, 86845554, 2334567 ,100071, 47898,
Matrix Transpose, 32, 118538191, 1641339 ,73984, 47898,
Matrix Transpose, 32, 63206084, 1609693 ,74839, 70136,
Matrix Transpose, 32, 71653121, 1701638 ,74412, 56023,
Matrix Transpose, 32, 47701891, 2218673 ,82537, 66286,
Matrix Transpose, 32, 60788125, 1631076 ,68424, 50463,
Matrix Transpose, 32, 65825897, 1509193 ,64576, 63293,
Matrix Transpose, 32, 91315829, 1589165 ,76550, 76551,
Matrix Transpose, 32, 82674210, 1649891 ,78689, 50036,
Matrix Transpose, 32, 50804097, 1660584 ,73556, 67997,
Matrix Transpose, 32, 100765717, 1698644 ,73985, 53457,
Matrix Transpose, 32, 81179557, 1648181 ,70991, 47469,
Matrix Transpose, 32, 69865952, 1740127 ,71419, 65858,
Matrix Transpose, 32, 41023207, 1539986 ,70990, 64148,
Matrix Transpose, 32, 50808374, 1569920 ,67997, 65431,
Matrix Transpose, 32, 36976309, 1528866 ,78688, 50463,
Matrix Transpose, 32, 47548789, 1889806 ,72701, 70991,
Matrix Transpose, 32, 38536822, 1389878 ,63720, 52174,
Matrix Transpose, 32, 47104884, 1442052 ,67141, 53457,
Matrix Transpose, 32, 45871100, 1424090 ,72274, 65859,
Matrix Transpose, 32, 36665833, 1706770 ,93229, 223235,
Matrix Transpose, 32, 1353792763, 3011545 ,104775, 69281,
Matrix Transpose, 32, 235369611, 2581325 ,223235, 87242,
Matrix Transpose, 32, 52583570, 1708053 ,111618, 64148,
Matrix Transpose, 32, 97771277, 1966784 ,147968, 72701,
Matrix Transpose, 32, 18148812, 15594857 ,140271, 70135,
Matrix Transpose, 32, 75649982, 2715180 ,138560, 101782,
Matrix Transpose, 32, 95818178, 2465430 ,122309, 65004,
Matrix Transpose, 32, 14953803, 2661296 ,127869, 80827,
Matrix Transpose, 32, 59679216, 1695651 ,82965, 56878,
Matrix Transpose, 32, 54393833, 1706342 ,79972, 90663,
Matrix Transpose, 32, 63534524, 2580469 ,119743, 55595,
Matrix Transpose, 32, 58392403, 2266142 ,112046, 54312,
Matrix Transpose, 32, 77705718, 1652886 ,79116, 85531,
Matrix Transpose, 32, 74308428, 1779044 ,80399, 64148,
Matrix Transpose, 32, 63542649, 2054453 ,114612, 57733,
Matrix Transpose, 32, 59193828, 1737133 ,85103, 73129,
Matrix Transpose, 32, 41693769, 2241766 ,106486, 76978,
Matrix Transpose, 32, 49075517, 1647753 ,80399, 59872,
Matrix Transpose, 32, 58261113, 1664005 ,76550, 66287,
Matrix Transpose, 32, 57089339, 1699928 ,79971, 65004,
Matrix Transpose, 32, 55503168, 2414965 ,121882, 58161,
Matrix Transpose, 32, 47257128, 1748680 ,79971, 56022,
Matrix Transpose, 32, 48460978, 1892371 ,83393, 75695,
Matrix Transpose, 32, 53332820, 2171202 ,88953, 67997,
Matrix Transpose, 32, 48353637, 2591160 ,130007, 83393,
Matrix Transpose, 32, 47279796, 1724731 ,76978, 80827,
Matrix Transpose, 32, 51676942, 2398714 ,87242, 81254,
Matrix Transpose, 32, 50914433, 1746114 ,99216, 85531,
Matrix Transpose, 32, 54181286, 2498787 ,121881, 59871,
Matrix Transpose, 32, 50853278, 1755523 ,78688, 74412,
Matrix Transpose, 32, 45940381, 1691374 ,81255, 61582,
Matrix Transpose, 32, 41273386, 4576761 ,113329, 82538,
Matrix Transpose, 32, 54979718, 1701211 ,81254, 106913,
Matrix Transpose, 32, 55741371, 1872272 ,81682, 91090,
Matrix Transpose, 32, 52217925, 1788880 ,78689, 73557,
Matrix Transpose, 32, 51955772, 2308909 ,118032, 82110,
Matrix Transpose, 32, 52650711, 1647753 ,75695, 20100,
Matrix Transpose, 32, 45550360, 2139984 ,104775, 15396,
Matrix Transpose, 32, 47996117, 1781182 ,79544, 14968,
Matrix Transpose, 32, 49039594, 1717890 ,67569, 20100,
Matrix Transpose, 32, 47440166, 1799570 ,85959, 14541,
Matrix Transpose, 32, 47566751, 2417959 ,124448, 28225,
Matrix Transpose, 32, 42295479, 1670848 ,78688, 20527,
Matrix Transpose, 32, 48815503, 1760228 ,97077, 19245,
Matrix Transpose, 32, 46237173, 1698217 ,81682, 20527,
Matrix Transpose, 32, 41142523, 1559656 ,69281, 13685,
Matrix Transpose, 32, 44862264, 1594725 ,70563, 26087,
Matrix Transpose, 32, 41711302, 1664432 ,79116, 13257,
Matrix Transpose, 32, 38987571, 1589593 ,73984, 21810,
Matrix Transpose, 32, 46671671, 1938987 ,81682, 41055,
Matrix Transpose, 32, 44668963, 1781181 ,81255, 14112,
Matrix Transpose, 32, 43835464, 1652885 ,72274, 54740,
Matrix Transpose, 32, 50302032, 1663577 ,75695, 14541,
Matrix Transpose, 32, 47896046, 1949250 ,115467, 37206,
Matrix Transpose, 32, 49484354, 1610121 ,76977, 14540,
Matrix Transpose, 32, 50281504, 1990304 ,123593, 18389,
Matrix Transpose, 32, 45946796, 1817960 ,107769, 42338,
Matrix Transpose, 32, 44407238, 1634924 ,67997, 28653,
Matrix Transpose, 32, 43044731, 2196862 ,114611, 20955,
Matrix Transpose, 32, 41333684, 1634497 ,76550, 17107,
Matrix Transpose, 32, 45427195, 1690946 ,73557, 21383,
Matrix Transpose, 32, 47383288, 1770491 ,74839, 22238,
Matrix Transpose, 32, 44101465, 1734139 ,83821, 36778,
Matrix Transpose, 32, 52021632, 2334139 ,86387, 19672,
Matrix Transpose, 32, 44769891, 2130148 ,111618, 35923,
Matrix Transpose, 32, 42090633, 1615252 ,79116, 23093,
Matrix Transpose, 32, 45601678, 1614396 ,66287, 20100,
Matrix Transpose, 32, 42400682, 1660583 ,80399, 26942,
Matrix Transpose, 32, 46023774, 1579756 ,74840, 45332,
Matrix Transpose, 32, 44247724, 1687953 ,75695, 16251,
Matrix Transpose, 32, 42886925, 1590448 ,76977, 15823,
Matrix Transpose, 32, 42981438, 1827368 ,75695, 66714,
Matrix Transpose, 32, 46724271, 1716607 ,76122, 18816,
Matrix Transpose, 32, 45200538, 1648181 ,75695, 25660,
Matrix Transpose, 32, 45796261, 1530149 ,66714, 19672,
Matrix Transpose, 32, 42259984, 1541268 ,71846, 19245,
Matrix Transpose, 64, 44362762, 1773912 ,105630, 349821,
Matrix Transpose, 64, 50580008, 1637490 ,99216, 35495,
Matrix Transpose, 64, 40557918, 1517319 ,89807, 23521,
Matrix Transpose, 64, 35185719, 1702493 ,115467, 33357,
Matrix Transpose, 64, 35382441, 1473270 ,84248, 33357,
Matrix Transpose, 64, 32338822, 1455737 ,87669, 25659,
Matrix Transpose, 64, 38361056, 1558802 ,77405, 24804,
Matrix Transpose, 64, 36439604, 1507910 ,87242, 23521,
Matrix Transpose, 64, 36790708, 1734995 ,76550, 21383,
Matrix Transpose, 64, 34111451, 1522450 ,89380, 27797,
Matrix Transpose, 64, 35432049, 1627653 ,85959, 24804,
Matrix Transpose, 64, 33586718, 1796578 ,107769, 26087,
Matrix Transpose, 64, 41816934, 1640056 ,79971, 22238,
Matrix Transpose, 64, 37227772, 2211403 ,137277, 20100,
Matrix Transpose, 64, 37539103, 1593014 ,82109, 35068,
Matrix Transpose, 64, 36600402, 1768780 ,98361, 29935,
Matrix Transpose, 64, 38299047, 1991160 ,82965, 20527,
Matrix Transpose, 64, 42644017, 1823947 ,88952, 30791,
Matrix Transpose, 64, 38142525, 1947112 ,108197, 32501,
Matrix Transpose, 64, 30699195, 1627654 ,84248, 23949,
Matrix Transpose, 64, 32799834, 1575908 ,90235, 17534,
Matrix Transpose, 64, 36079946, 1554524 ,90663, 54312,
Matrix Transpose, 64, 31111025, 1984318 ,126158, 31646,
Matrix Transpose, 64, 40060556, 1563077 ,81255, 19245,
Matrix Transpose, 64, 36688498, 1645188 ,79544, 36779,
Matrix Transpose, 64, 39809094, 2116035 ,143692, 29508,
Matrix Transpose, 64, 35054857, 1675979 ,92373, 19672,
Matrix Transpose, 64, 39467827, 1546400 ,87669, 32074,
Matrix Transpose, 64, 35978592, 1884247 ,77833, 32929,
Matrix Transpose, 64, 31772180, 1586600 ,78260, 29936,
Matrix Transpose, 64, 40550649, 1471560 ,85958, 18390,
Matrix Transpose, 64, 38364477, 2183605 ,118888, 55167,
Matrix Transpose, 64, 50993122, 2205843 ,129152, 52602,
Matrix Transpose, 64, 38714726, 1991160 ,88525, 29936,
Matrix Transpose, 64, 42019642, 1531859 ,87669, 17534,
Matrix Transpose, 64, 39109025, 1712329 ,276693, 32502,
Matrix Transpose, 64, 46623773, 1749108 ,77833, 18816,
Matrix Transpose, 64, 32030056, 1573769 ,84676, 35068,
Matrix Transpose, 64, 34732833, 1585317 ,99643, 28653,
Matrix Transpose, 64, 33717581, 1569920 ,88097, 33785,
Matrix Transpose, 64, 41344376, 2048466 ,120599, 24804,
Matrix Transpose, 64, 37017793, 1501924 ,96650, 18817,
Matrix Transpose, 64, 39185574, 2026656 ,103065, 67142,
Matrix Transpose, 64, 42941666, 1666998 ,96650, 22666,
Matrix Transpose, 64, 40797405, 1607554 ,79544, 23093,
Matrix Transpose, 64, 44239598, 1506199 ,79544, 31219,
Matrix Transpose, 64, 53234887, 1525444 ,79116, 29508,
Matrix Transpose, 64, 37943237, 1913754 ,92801, 19672,
Matrix Transpose, 64, 42160769, 2378616 ,149251, 22666,
Matrix Transpose, 64, 49286779, 1705059 ,88097, 30792,
Matrix Transpose, 64, 49191412, 2009123 ,108196, 34212,
Matrix Transpose, 64, 42178302, 2338416 ,141126, 43621,
Matrix Transpose, 64, 47720708, 1875693 ,94512, 21383,
Matrix Transpose, 64, 50655273, 2054881 ,104348, 21382,
Matrix Transpose, 64, 49532679, 1914610 ,96222, 29935,
Matrix Transpose, 64, 43578870, 1770063 ,91946, 34640,
Matrix Transpose, 64, 45568749, 1853029 ,102209, 38489,
Matrix Transpose, 64, 56067244, 2454738 ,112901, 27369,
Matrix Transpose, 64, 46613082, 1882536 ,104776, 36351,
Matrix Transpose, 64, 46596403, 2213541 ,134284, 35923,
Matrix Transpose, 64, 40299615, 2660440 ,111190, 34212,
Matrix Transpose, 64, 51620919, 2314466 ,140699, 1238915,
Matrix Transpose, 64, 47086496, 1728152 ,95367, 21382,
Matrix Transpose, 64, 48115860, 1727725 ,86386, 21811,
Matrix Transpose, 64, 46552782, 1975765 ,92373, 20100,
Matrix Transpose, 64, 40787569, 1831217 ,104776, 18816,
Matrix Transpose, 64, 47464542, 1696506 ,98361, 28225,
Matrix Transpose, 64, 49312011, 1819671 ,95795, 18817,
Matrix Transpose, 64, 49468959, 2812258 ,121026, 20100,
Matrix Transpose, 64, 49664825, 1967640 ,105630, 35923,
Matrix Transpose, 64, 42582436, 1692657 ,102210, 22665,
Matrix Transpose, 64, 48162903, 1835495 ,101354, 24376,
Matrix Transpose, 64, 43399256, 1985601 ,106486, 32074,
Matrix Transpose, 64, 40689636, 1723448 ,103493, 26515,
Matrix Transpose, 64, 50666393, 2213114 ,151817, 27797,
Matrix Transpose, 64, 49773877, 1796150 ,88952, 30791,
Matrix Transpose, 64, 52654131, 1870990 ,86813, 35495,
Matrix Transpose, 64, 52646863, 1741410 ,93229, 23949,
Matrix Transpose, 64, 49960762, 3007268 ,110335, 39345,
Matrix Transpose, 64, 53190412, 1789734 ,97078, 24804,
Matrix Transpose, 64, 52654560, 3095792 ,106059, 37206,
Matrix Transpose, 64, 51092338, 1819671 ,109480, 20955,
Matrix Transpose, 64, 58134955, 1951388 ,90663, 34212,
Matrix Transpose, 64, 50525693, 2006556 ,106058, 25232,
Matrix Transpose, 64, 51113720, 2835351 ,205274, 41483,
Matrix Transpose, 64, 53157909, 1809407 ,128724, 31646,
Matrix Transpose, 64, 41166898, 2317461 ,96650, 22665,
Matrix Transpose, 64, 1302288166, 5098071 ,199715, 50036,
Matrix Transpose, 64, 63960468, 1825657 ,119744, 32929,
Matrix Transpose, 64, 53755770, 2010833 ,98361, 31219,
Matrix Transpose, 64, 32500903, 1935994 ,89807, 77406,
Matrix Transpose, 64, 37416367, 1426657 ,84248, 29508,
Matrix Transpose, 64, 34121287, 1523733 ,91091, 19673,
Matrix Transpose, 64, 41557347, 2426513 ,150107, 45760,
Matrix Transpose, 64, 50577441, 1676406 ,80399, 22238,
Matrix Transpose, 64, 35415798, 1495081 ,73129, 30364,
Matrix Transpose, 64, 38668968, 1573769 ,82110, 28225,
Matrix Transpose, 64, 35544094, 1433926 ,77405, 18389,
Matrix Transpose, 64, 35979447, 1426657 ,77405, 18390,
Matrix Transpose, 64, 62770732, 1451888 ,85103, 39344,
Matrix Transpose, 128, 31660990, 2444902 ,125303, 71418,
Matrix Transpose, 128, 30987006, 2080968 ,109907, 94511,
Matrix Transpose, 128, 42040169, 2108766 ,125730, 65003,
Matrix Transpose, 128, 39221924, 2394867 ,119315, 61154,
Matrix Transpose, 128, 39357492, 2382465 ,124875, 90235,
Matrix Transpose, 128, 39582438, 2467568 ,121882, 88525,
Matrix Transpose, 128, 40181583, 2052315 ,91518, 115895,
Matrix Transpose, 128, 42933968, 2701494 ,139844, 62010,
Matrix Transpose, 128, 35698051, 2869563 ,175767, 91091,
Matrix Transpose, 128, 34445450, 1993726 ,102637, 79544,
Matrix Transpose, 128, 33322000, 2225088 ,106058, 138132,
Matrix Transpose, 128, 44733539, 2703205 ,117177, 94512,
Matrix Transpose, 128, 36358348, 2161366 ,118033, 126585,
Matrix Transpose, 128, 34817509, 3002136 ,173628, 60727,
Matrix Transpose, 128, 34199119, 2057447 ,98360, 65431,
Matrix Transpose, 128, 35577879, 4153810 ,217249, 89807,
Matrix Transpose, 128, 44285356, 3278829 ,204846, 72702,
Matrix Transpose, 128, 36369040, 2566784 ,124875, 116750,
Matrix Transpose, 128, 51112864, 2337987 ,119744, 127869,
Matrix Transpose, 128, 56020202, 2775479 ,137705, 102638,
Matrix Transpose, 128, 57611505, 2687810 ,127013, 62437,
Matrix Transpose, 128, 48422488, 2815251 ,133428, 76550,
Matrix Transpose, 128, 48540949, 2649748 ,137278, 110763,
Matrix Transpose, 128, 59658261, 3135565 ,141553, 95367,
Matrix Transpose, 128, 42413085, 3631216 ,201853, 73129,
Matrix Transpose, 128, 45546510, 3366925 ,149679, 63293,
Matrix Transpose, 128, 44641593, 3126584 ,171917, 66286,
Matrix Transpose, 128, 47807521, 4317174 ,201853, 65431,
Matrix Transpose, 128, 52994972, 2915323 ,153100, 113756,
Matrix Transpose, 128, 43066113, 2855023 ,147968, 94512,
Matrix Transpose, 128, 54268528, 2610833 ,119315, 171917,
Matrix Transpose, 128, 42785571, 3128294 ,127869, 83393,
Matrix Transpose, 128, 48091057, 2756661 ,141982, 105631,
Matrix Transpose, 128, 48116716, 2688664 ,135567, 840769,
Matrix Transpose, 128, 44932826, 2984601 ,147114, 117605,
Matrix Transpose, 128, 38418790, 2676691 ,138133, 80399,
Matrix Transpose, 128, 59893899, 2612543 ,118460, 90235,
Matrix Transpose, 128, 52560048, 2560368 ,119316, 135995,
Matrix Transpose, 128, 49017783, 5649319 ,130862, 74412,
Matrix Transpose, 128, 49734533, 2391018 ,145830, 86386,
Matrix Transpose, 128, 44946084, 3181751 ,144975, 104347,
Matrix Transpose, 128, 49685353, 2748964 ,129580, 166357,
Matrix Transpose, 128, 50627904, 2627510 ,117605, 85104,
Matrix Transpose, 128, 47745511, 2559941 ,135994, 88097,
Matrix Transpose, 128, 48394263, 2959798 ,146686, 175338,
Matrix Transpose, 128, 49296616, 3314752 ,182181, 92373,
Matrix Transpose, 128, 42663691, 2272130 ,115039, 103920,
Matrix Transpose, 128, 61359471, 2715607 ,138133, 60727,
Matrix Transpose, 128, 43344945, 2504773 ,121027, 125303,
Matrix Transpose, 128, 56675369, 3019242 ,128296, 67569,
Matrix Transpose, 128, 54556768, 3125728 ,150107, 111618,
Matrix Transpose, 128, 44460696, 3354524 ,184319, 107342,
Matrix Transpose, 128, 46821777, 2567211 ,129152, 208696,
Matrix Transpose, 128, 38066402, 2419243 ,117605, 96223,
Matrix Transpose, 128, 47658270, 2382893 ,112045, 85959,
Matrix Transpose, 128, 45102178, 2493655 ,131718, 58161,
Matrix Transpose, 128, 35469683, 2945257 ,183037, 67570,
Matrix Transpose, 128, 33718437, 2186171 ,103065, 82965,
